Idea;Comprador posible;Problema;Material;Gramos reales;Horas de maquina;Minutos manuales;Coste completo por unidad;Precio propuesto;Consultas;Pedidos;Fallos o devoluciones;Cambio siguiente
;;;;;;;;;;;;
